879 1479695872 0.012209 5.200000 0.004507 0.019197 0.000905
879 1479695871 0.012209 5.200000 0.004507 0.019197 0.000905
879 1479695870 0.012209 5.200000 0.004507 0.019197 0.000905
879 1479695869 0.012209 5.200000 0.004507 0.019197 0.000905
879 1479695868 0.012209 5.200000 0.004507 0.019197 0.000905
876 1479695872 0.006443 1.000000 0.003543 0.013375 0.000054
876 1479695871 0.006443 1.000000 0.003543 0.013375 0.000054
876 1479695870 0.006443 1.000000 0.003543 0.013375 0.000054
876 1479695869 0.006443 1.000000 0.003543 0.013375 0.000054
876 1479695868 0.006443 1.000000 0.003543 0.013375 0.000054
